"";"Occurrence";"Title";"Date.of.occurrence";"Occurrence.type";"Location.name";"Country";"Report.Type";"Railway.System.type";"Location.type";"Line.type";"Total.fatalities";"Passenger.fatalities";"LC.User.fatalities";"Other.fatalities";"Total.serious.injuries";"Passenger.serious.injuries";"LC.User.serious.injuries";"Unauth..person.serious.injuries";"Other.serious.injuries";"Recs";"Reporting.Body"
"321";"CZ-98";"Level crossing accident, 19/03/2007, Active level crossing with automatic barriers in km 451.420 between stations Vranany and Dolni Berkovice. (Czech Republic)";"19/03/2007";"Level crossing accident";"Active level crossing with automatic barriers in km 451.420 between stations Vranany and Dolni Berkovice.";"Czech Republic";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"Rail Safety Inspection Office"
"322";"CZ-981";"Level crossing accident, 13/08/2010, Siding: FOSFA, a. s. (station Bori les), main line Breclav - Znojmo. Passive level crossing in km 0.588 (double track level crossing) (Czech Republic)";"13/08/2010";"Level crossing accident";"Siding: FOSFA, a. s. (station Bori les), main line Breclav - Znojmo. Passive level crossing in km 0.588 (double track level crossing)";"Czech Republic";"Final report";"Railway";"Other";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Rail Safety Inspection Office"
"323";"DE-0129";"Train derailment, 24.07.2012, Stuttgart Hbf (Germany)";"24/07/2012";"Train derailment";"Stuttgart Hbf";"Germany";"Notification";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;0;"BFU"
"324";"DE-0130";"Train derailment, 25.07.2012, Winterhausen (Germany)";"25/07/2012";"Train derailment";"Winterhausen";"Germany";"Notification";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;0;"BFU"
"325";"DE-0131";"Trains collision, 26.07.2012, Hosena (Germany)";"26/07/2012";"Trains collision";"Hosena";"Germany";"Notification";"Railway";"Station";"Multiple track";1;NA;NA;1;1;0;0;0;0;0;"BFU"
"326";"DE-0132";"Train derailment, 21/08/2012, Berlin Tegel (Germany)";"21/08/2012";"Train derailment";"Berlin Tegel";"Germany";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"327";"DE-0468";"Train derailment, 2012-12-01, Hannover Hbf (Germany)";"01/12/2012";"Train derailment";"Hannover Hbf";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"328";"DE-0549";"Train derailment, 2012-12-13, Löhne (Westf.) (Germany)";"13/12/2012";"Train derailment";"Löhne (Westf.)";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"329";"DE-0550";"Level crossing accident, 2012-12-19, Düsseldorf-Eller - Düsseldorf-Rath (Germany)";"19/12/2012";"Level crossing accident";"Düsseldorf-Eller - Düsseldorf-Rath";"Germany";"Notification";"Railway";"Line";"Double track";0;0;0;0;1;0;0;0;0;0;"BFU"
"330";"DE-0706";"Train derailment, 05/01/2013, Recklinghausen Ost (Germany)";"05/01/2013";"Train derailment";"Recklinghausen Ost";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"331";"DE-0737";"Level crossing accident, 2013-01-09, Lübbecke (Westf.) - Espelkamp (Germany)";"09/01/2013";"Level crossing accident";"Lübbecke (Westf.) - Espelkamp";"Germany";"Final report";"Railway";"Line";"Single track";1;0;1;0;2;0;2;0;0;7;"BFU"
"332";"DE-1032";"Other, 28/11/2010, Strecke: Berlin - Rostock zwischen Neustrelitz und Krateburg (Germany)";"28/11/2010";"Other";"Strecke: Berlin - Rostock zwischen Neustrelitz und Krateburg";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"333";"DE-1085";"Trains collision, 29/01/2011, Überleitstelle Hordorf; Strecke: Magdeburg - Halberstadt; Str. Nr. 6404 (Germany)";"29/01/2011";"Trains collision";"Überleitstelle Hordorf; Strecke: Magdeburg - Halberstadt; Str. Nr. 6404";"Germany";"Final report";"Railway";"Line";"";10;8;0;0;8;8;0;0;0;2;"BFU"
"334";"DE-1094";"Train derailment, 11/02/2011, Gröbers; Strecke Magdeburg - Leipzig; Strecken-Nr. 6403, in km 99,990 (Germany)";"11/02/2011";"Train derailment";"Gröbers; Strecke Magdeburg - Leipzig; Strecken-Nr. 6403, in km 99,990";"Germany";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"335";"DE-1118";"Train derailment, 08/04/2011, Bad Endorf - Landl; Strecke: Salzburg - Rosenheim; Nr. 5703; in km 11,633 (Germany)";"08/04/2011";"Train derailment";"Bad Endorf - Landl; Strecke: Salzburg - Rosenheim; Nr. 5703; in km 11,633";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"336";"DE-1119";"Train derailment, 08/04/2011, Bahnhof Hannover-Linden; Gleis 034, in km 21,250 (Germany)";"08/04/2011";"Train derailment";"Bahnhof Hannover-Linden; Gleis 034, in km 21,250";"Germany";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"337";"DE-1140";"Train derailment, 20/05/2011, Bf Müllheim (Germany)";"20/05/2011";"Train derailment";"Bf Müllheim";"Germany";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"338";"DE-1207";"Fire in RS, 26/07/2011, Bahnhof Berlin-Ostbahnhof, Gleis 207 (Germany)";"26/07/2011";"Fire in RS";"Bahnhof Berlin-Ostbahnhof, Gleis 207";"Germany";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"339";"DE-1239";"Train derailment, 23/08/2011, Strecke: Belzig - Wiesenburg in km 65,780 - 70,400 (Germany)";"23/08/2011";"Train derailment";"Strecke: Belzig - Wiesenburg in km 65,780 - 70,400";"Germany";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"340";"DE-1240";"Trains collision, 2011-09-21, Bahnhof Bleicherode Ost; Strecke Halle - Hann Münden Nr. 6343 (Germany)";"21/09/2011";"Trains collision";"Bahnhof Bleicherode Ost; Strecke Halle - Hann Münden Nr. 6343";"Germany";"Final report";"Railway";"Station";"Double track";0;0;0;0;1;0;0;0;0;1;"BFU"
"341";"DE-1247";"Level crossing accident, 2011-09-20, Bahnübergang Bad Lausick - Belgershain; Strecke Chemnitz - Leipzig (Germany)";"20/09/2011";"Level crossing accident";"Bahnübergang Bad Lausick - Belgershain; Strecke Chemnitz - Leipzig";"Germany";"Final report";"Railway";"Line";"Double track";0;0;0;0;6;6;0;0;0;0;"BFU"
"342";"DE-1256";"Train derailment, 04/10/2011, Bahnhof Frellstedt; Gleis 202 (Germany)";"04/10/2011";"Train derailment";"Bahnhof Frellstedt; Gleis 202";"Germany";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"343";"DE-1325";"Trains collision with an obstacle, 2011-09-11, Strecke: Köln - Bingen; Strecken-Nr. 2630 in km 123,664 (Germany)";"11/09/2011";"Trains collision with an obstacle";"Strecke: Köln - Bingen; Strecken-Nr. 2630 in km 123,664";"Germany";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;2;"BFU"
"344";"DE-1329";"Trains collision with an obstacle, 13/01/2012, Stedesand - Langenhorn (Germany)";"13/01/2012";"Trains collision with an obstacle";"Stedesand - Langenhorn";"Germany";"Final report";"Railway";"Line";"Double track";1;1;0;0;2;2;0;0;0;0;"BFU"
"345";"DE-1331";"Train derailment, 21/01/2012, Langenselbold - Hailer-Meerholz in km 36,0 (Germany)";"21/01/2012";"Train derailment";"Langenselbold - Hailer-Meerholz in km 36,0";"Germany";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"346";"DE-1395";"Trains collision, 13/04/2012, Mühlheim (Main) - Hanau (Germany)";"13/04/2012";"Trains collision";"Mühlheim (Main) - Hanau";"Germany";"Notification";"Railway";"Line";"";3;0;0;0;6;6;0;0;0;0;"BFU"
"347";"DE-1397";"Train derailment, 16/04/2012, Bebra (Germany)";"16/04/2012";"Train derailment";"Bebra";"Germany";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"348";"DE-1439";"Fire in RS, 25/06/2012, Strecke Stolberg - Aachen (Germany)";"25/06/2012";"Fire in RS";"Strecke Stolberg - Aachen";"Germany";"Notification";"Railway";"Line";"";0;0;0;0;0;0;0;0;0;0;"BFU"
"349";"DE-2014";"Train derailment, 14.02.2013, Bremen-Vahr - Bremen Hbf (Germany)";"14/02/2013";"Train derailment";"Bremen-Vahr - Bremen Hbf";"Germany";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"350";"DE-2327";"Train derailment, 2013-03-02, Hannover Linden (Germany)";"02/03/2013";"Train derailment";"Hannover Linden";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"351";"DE-2358";"Train derailment, 2013-05-10, Frankfurt Süd (Germany)";"10/05/2013";"Train derailment";"Frankfurt Süd";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"352";"DE-2359";"Train derailment, 2013-05-13, Berlin Hbf (Germany)";"13/05/2013";"Train derailment";"Berlin Hbf";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"353";"DE-2366";"Train derailment, 2013-06-09, Kaub - Rüdesheim (Germany)";"09/06/2013";"Train derailment";"Kaub - Rüdesheim";"Germany";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"354";"DE-2374";"Train derailment, 2013-06-11, Schkeuditz (Germany)";"11/06/2013";"Train derailment";"Schkeuditz";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"355";"DE-2419";"Level crossing accident, 2013-06-22, Bad Laasphe - Erndtebrück (Germany)";"22/06/2013";"Level crossing accident";"Bad Laasphe - Erndtebrück";"Germany";"Notification";"Railway";"Line";"Double track";0;0;0;0;2;0;0;0;0;0;"BFU"
"356";"DE-2521";"Train derailment, 2013-06-29, Kayhauserfeld - Oldenburg (Germany)";"29/06/2013";"Train derailment";"Kayhauserfeld - Oldenburg";"Germany";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"357";"DE-2522";"Train derailment, 2013-07-02, Düsseldorf Derendorf (Germany)";"02/07/2013";"Train derailment";"Düsseldorf Derendorf";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"358";"DE-2773";"Train derailment, 05/09/2013, Bremen Hbf (Germany)";"05/09/2013";"Train derailment";"Bremen Hbf";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"359";"DE-2776";"Trains collision, 05/09/2013, Bf Saalfeld (Germany)";"05/09/2013";"Trains collision";"Bf Saalfeld";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"360";"DE-2870";"Trains collision, 16/10/2013, Essen-Werden (Germany)";"16/10/2013";"Trains collision";"Essen-Werden";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"361";"DE-2924";"Trains collision, 26/10/2013, Gladbeck West (Germany)";"26/10/2013";"Trains collision";"Gladbeck West";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;1;0;0;0;0;0;"BFU"
"362";"DE-2949";"Trains collision, 11/11/2013, Hosena (Germany)";"11/11/2013";"Trains collision";"Hosena";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;1;0;0;0;0;0;"BFU"
"363";"DE-3149";"Trains collision with an obstacle, 06/02/2013, Hamburg-Bergedorf - Aumühle (Germany)";"06/02/2013";"Trains collision with an obstacle";"Hamburg-Bergedorf - Aumühle";"Germany";"Notification";"Railway";"Line";"Double track";1;0;0;0;0;0;0;0;0;0;"BFU"
"364";"DE-3202";"Train derailment, 19/01/2014, Obernjesa (Germany)";"19/01/2014";"Train derailment";"Obernjesa";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"365";"DE-3255";"Train derailment, 26/01/2014, Bitterfeld - Wolfen (Germany)";"26/01/2014";"Train derailment";"Bitterfeld - Wolfen";"Germany";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"366";"DE-3471";"Train derailment, 3/20/2014, Maschen Rbf (Germany)";"20/03/2014";"Train derailment";"Maschen Rbf";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"367";"DE-3534";"Train derailment, 11.04.2014, Forchheim (Germany)";"11/04/2014";"Train derailment";"Forchheim";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"368";"DE-3583";"Train derailment, 23.04.2014, Gröbers (Germany)";"23/04/2014";"Train derailment";"Gröbers";"Germany";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"BFU"
"369";"DE-391";"Trains collision with an obstacle, 24/07/2007, Strecke: München - Augsburg zwischen München Lochhausen und Gröbenzell (Germany)";"24/07/2007";"Trains collision with an obstacle";"Strecke: München - Augsburg zwischen München Lochhausen und Gröbenzell";"Germany";"Final report";"Railway";"Line";"";0;0;0;0;9;9;0;0;0;0;"BFU"
"370";"DE-392";"Trains collision with an obstacle, 2007-07-26, Strecke: Wuppertal Hbf - Wuppertal Oberbarmen (Germany)";"26/07/2007";"Trains collision with an obstacle";"Strecke: Wuppertal Hbf - Wuppertal Oberbarmen";"Germany";"Final report";"Railway";"Line";"";0;0;0;0;1;0;0;0;0;0;"BFU"
"371";"DE-393";"Accident to persons caused by RS in motion, 12/11/2007, Schlüchtern, Strecke: Hanau-Fulda Nr. 3600; Weiche 227 (Germany)";"12/11/2007";"Accident to persons caused by RS in motion";"Schlüchtern, Strecke: Hanau-Fulda Nr. 3600; Weiche 227";"Germany";"Final report";"Railway";"Station";"Double track";1;0;0;0;2;0;0;0;0;0;"BFU"
"372";"DE-412";"Train derailment, 19/12/2007, zweigleisige Hauptbahn Strecke: Kufstein Rosenheim; zwischen Brannenberg - Raubling; km 10,6 // double-track main line: Kufstein Rosenheim; between Brannenberg - Raubling; km 10,6 (Germany)";"19/12/2007";"Train derailment";"zweigleisige Hauptbahn Strecke: Kufstein Rosenheim; zwischen Brannenberg - Raubling; km 10,6 // double-track main line: Kufstein Rosenheim; between Brannenberg - Raubling; km 10,6";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"373";"DE-445";"Trains collision with an obstacle, 07/04/2008, Strecke Letmathe - Hohenlimburg (Germany)";"07/04/2008";"Trains collision with an obstacle";"Strecke Letmathe - Hohenlimburg";"Germany";"Notification";"Railway";"Line";"";1;NA;NA;NA;1;NA;NA;NA;NA;0;"BFU"
"374";"DE-452";"Trains collision with an obstacle, 26/04/2008, Strecke: Hannover - Würzburg; Landrückentunnel; südlich von Fulda Itinerary: Hanover - Würzburg; ,Landrückentunnel, south of Fulda (Germany)";"26/04/2008";"Trains collision with an obstacle";"Strecke: Hannover - Würzburg; Landrückentunnel; südlich von Fulda Itinerary: Hanover - Würzburg; ,Landrückentunnel, south of Fulda";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"BFU"
"375";"DE-516";"Train derailment, 09/07/2008, Gleis 5 - platform 5 (Germany)";"09/07/2008";"Train derailment";"Gleis 5 - platform 5";"Germany";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"376";"DE-52";"Trains collision, 15/03/2006, line: Gremberg - Köln-Kalk-Nord (Germany)";"15/03/2006";"Trains collision";"line: Gremberg - Köln-Kalk-Nord";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"BFU"
"377";"DE-53";"Trains collision, 2006-11-01, station: Obervellmar, line: Kassel - Warburg (Germany)";"01/11/2006";"Trains collision";"station: Obervellmar, line: Kassel - Warburg";"Germany";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;2;0;0;0;0;0;"BFU"
"378";"DE-54";"Trains collision, 20/11/2006, Station Berlin Südkreutz (Germany)";"20/11/2006";"Trains collision";"Station Berlin Südkreutz";"Germany";"Final report";"Railway";"Station";"";0;0;0;0;3;2;0;0;0;0;"BFU"
"379";"DE-55";"Train derailment, 23/01/2007, North Germany Line : Hamburg-Elmshorn, near Tornesch in line-km 24,6 (Germany)";"23/01/2007";"Train derailment";"North Germany Line : Hamburg-Elmshorn, near Tornesch in line-km 24,6";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"380";"DE-578";"Trains collision, 05/11/2008, Bahnhof Dillenburg; Weiche 131 (Germany)";"05/11/2008";"Trains collision";"Bahnhof Dillenburg; Weiche 131";"Germany";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"381";"DE-591";"Trains collision, 25/11/2008, Bahnhof Recklinghausen Ost (Germany)";"25/11/2008";"Trains collision";"Bahnhof Recklinghausen Ost";"Germany";"Final report";"Railway";"Station";"";0;0;0;0;2;0;0;0;0;1;"BFU"
"382";"DE-592";"Train derailment, 22/11/2008, Strecke: Altenberge - Niederberge (Germany)";"22/11/2008";"Train derailment";"Strecke: Altenberge - Niederberge";"Germany";"Notification";"Railway";"Line";"";1;NA;NA;NA;1;NA;NA;NA;NA;0;"BFU"
"383";"DE-674";"Trains collision, 16/04/2009, Berlin-Karow; hinter Ausfahrsignal // behind the exit signal (Germany)";"16/04/2009";"Trains collision";"Berlin-Karow; hinter Ausfahrsignal // behind the exit signal";"Germany";"Final report";"Railway";"Station";"";0;0;0;0;1;0;0;0;0;3;"BFU"
"384";"DE-71";"Train derailment, 28/02/2007, Line: Bremen - Hamburg;Station : Rotenburg/Wümme (Germany)";"28/02/2007";"Train derailment";"Line: Bremen - Hamburg;Station : Rotenburg/Wümme";"Germany";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"385";"DE-738";"Fire in RS, 2009-06-27, Loevenich - Horrem in km 13,8 (Germany)";"27/06/2009";"Fire in RS";"Loevenich - Horrem in km 13,8";"Germany";"Final report";"Railway";"Line";"";0;0;0;0;0;0;0;0;0;3;"BFU"
"386";"DE-745";"Train derailment, 17/07/2009, Strecke: Bruchmühlen - Bünde (Germany)";"17/07/2009";"Train derailment";"Strecke: Bruchmühlen - Bünde";"Germany";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BFU"
"387";"DE-755";"Train derailment, 07/08/2009, Strecke: Nürnberg-Stein - Nürnberg Rbf; in km 4,1 (Germany)";"07/08/2009";"Train derailment";"Strecke: Nürnberg-Stein - Nürnberg Rbf; in km 4,1";"Germany";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"BFU"
"388";"DE-842";"Trains collision with an obstacle, 2010-01-20, Strecke: Braunschweig - Bad Harzburg; 50 Meter von einem Bahnübergang - Distance: Leiferde - Braunschweig; 50 meters of a level crossing (Germany)";"20/01/2010";"Trains collision with an obstacle";"Strecke: Braunschweig - Bad Harzburg; 50 Meter von einem Bahnübergang - Distance: Leiferde - Braunschweig; 50 meters of a level crossing";"Germany";"Final report";"Railway";"Line";"";0;0;0;0;3;2;0;0;0;1;"BFU"
